,dest_x,dest_y
0,-15,-2
1,-15,-2
2,-15,-2
3,-15,-2
4,-15,-2
5,-2,-15
6,-2,10
7,-2,10
8,-15,-2
9,-15,-2
10,-15,-2
11,-15,-2
12,-15,-2
13,-2,-15
14,-15,-2
15,-15,-2
16,-15,-2
17,-15,-2
18,-15,-2
19,-15,-2
20,-15,-2
21,-15,-2
22,-15,-2
23,-2,-15
24,-15,-2
25,-15,-2
26,-15,-2
27,-15,-2
28,-15,-2
29,-15,-2
30,-15,-2
31,-15,-2
32,-15,-2
33,-15,-2
34,-15,-2
35,-15,-2
36,-15,-2
37,-15,-2
38,-15,-2
39,-15,-2
40,-15,-2
41,-15,-2
42,-15,-2
43,-15,-2
44,-15,-2
45,-15,-2
46,-15,-2
47,-15,-2
48,-15,-2
49,-15,-2
50,-15,-2
51,-15,-2
52,-15,-2
53,-15,-2
54,-15,-2
55,-15,-2
56,-15,-2
57,-15,-2
58,-15,-2
59,-15,-2
60,-15,-2
61,-15,-2
62,-2,-15
63,-2,-15
64,-2,-15
65,-15,-2
66,-15,-2
67,-15,-2
68,-2,10
69,-2,10
70,-15,-2
71,-15,-2
72,-15,-2
73,-15,-2
74,-15,-2
75,-15,-2
76,-15,-2
77,-15,-2
78,-15,-2
79,-15,-2
80,-15,-2
81,-15,-2
82,-15,-2
83,-15,-2
84,-15,-2
85,-15,-2
86,-15,-2
87,-15,-2
88,-15,-2
89,-2,-15
90,-15,-2
91,-2,-15
92,-15,-2
93,-2,-15
94,-15,-2
95,-15,-2
96,-15,-2
97,-2,-15
98,-15,-2
99,-15,-2
100,-15,-2
101,-15,-2
102,-15,-2
103,-15,-2
104,-15,-2
105,-2,-15
106,-15,-2
107,-15,-2
108,-15,-2
109,-15,-2
110,-15,-2
111,-15,-2
112,-15,-2
113,-15,-2
114,-15,-2
115,-15,-2
116,-15,-2
117,-15,-2
118,-15,-2
119,-15,-2
120,-15,-2
121,-15,-2
122,-15,-2
123,-15,-2
124,-15,-2
125,-15,-2
126,-2,-15
127,-15,-2
128,-15,-2
129,-15,-2
130,-15,-2
131,-15,-2
132,-15,-2
133,-2,-15
134,-15,-2
135,-15,-2
136,-2,-15
137,-2,-15
138,-15,-2
139,-15,-2
140,-2,10
141,-2,10
142,-15,-2
143,-15,-2
144,-15,-2
145,-15,-2
146,-15,-2
147,-15,-2
