,dest_x,dest_y
1,2.1508649,2.71662071
2,2.1508649,2.71662071
3,2.1508649,2.71662071
4,1.32669557,-8.29820966
5,1.32669557,-8.29820966
6,1.32669557,-8.29820966
7,1.32669557,-8.29820966
8,1.32669557,-8.29820966
9,2.1508649,2.71662071
10,2.1508649,2.71662071
11,1.32669557,-8.29820966
12,1.32669557,-8.29820966
13,1.32669557,-8.29820966
14,1.32669557,-8.29820966
15,1.32669557,-8.29820966
16,2.1508649,2.71662071
17,2.1508649,2.71662071
18,2.1508649,2.71662071
19,1.32669557,-8.29820966
20,1.32669557,-8.29820966
21,2.1508649,2.71662071
23,2.1508649,2.71662071
24,1.32669557,-8.29820966
25,1.32669557,-8.29820966
26,2.1508649,2.71662071
27,2.1508649,2.71662071
28,1.32669557,-8.29820966
29,2.1508649,2.71662071
30,2.1508649,2.71662071
31,1.32669557,-8.29820966
32,1.32669557,-8.29820966
33,2.1508649,2.71662071
34,2.1508649,2.71662071
35,2.1508649,2.71662071
36,1.32669557,-8.29820966
37,2.1508649,2.71662071
38,2.1508649,2.71662071
39,3.14254298,-2.47933621
40,1.32669557,-8.29820966
41,1.32669557,-8.29820966
42,2.1508649,2.71662071
43,-1.05808014,-1.08395512
44,-1.05808014,-1.08395512
45,1.32669557,-8.29820966
46,1.32669557,-8.29820966
47,1.32669557,-8.29820966
48,2.1508649,2.71662071
49,2.1508649,2.71662071
51,1.32669557,-8.29820966
52,1.32669557,-8.29820966
53,1.32669557,-8.29820966
54,-1.05808014,-1.08395512
55,1.32669557,-8.29820966
56,1.32669557,-8.29820966
57,2.1508649,2.71662071
58,-1.05808014,-1.08395512
59,1.32669557,-8.29820966
60,1.32669557,-8.29820966
61,2.1508649,2.71662071
62,2.1508649,2.71662071
63,1.32669557,-8.29820966
64,1.32669557,-8.29820966
65,1.32669557,-8.29820966
66,-1.05808014,-1.08395512
67,2.1508649,2.71662071
68,2.1508649,2.71662071
69,2.1508649,2.71662071
70,1.32669557,-8.29820966
71,1.32669557,-8.29820966
72,1.32669557,-8.29820966
73,1.32669557,-8.29820966
75,2.1508649,2.71662071
76,2.1508649,2.71662071
77,2.1508649,2.71662071
78,2.1508649,2.71662071
79,2.1508649,2.71662071
80,2.1508649,2.71662071
81,2.1508649,2.71662071
82,-1.05808014,-1.08395512
83,1.32669557,-8.29820966
84,-1.05808014,-1.08395512
85,2.1508649,2.71662071
86,2.1508649,2.71662071
87,2.1508649,2.71662071
89,1.32669557,-8.29820966
90,1.32669557,-8.29820966
91,2.1508649,2.71662071
92,2.1508649,2.71662071
93,2.1508649,2.71662071
94,2.1508649,2.71662071
95,-1.05808014,-1.08395512
96,1.32669557,-8.29820966
97,1.32669557,-8.29820966
98,1.32669557,-8.29820966
99,2.1508649,2.71662071
100,2.1508649,2.71662071
101,2.1508649,2.71662071
102,2.1508649,2.71662071
103,2.1508649,2.71662071
104,2.1508649,2.71662071
105,2.1508649,2.71662071
106,2.1508649,2.71662071
107,2.1508649,2.71662071
108,3.14254298,-2.47933621
109,1.32669557,-8.29820966
110,1.32669557,-8.29820966
112,2.1508649,2.71662071
113,2.1508649,2.71662071
114,2.1508649,2.71662071
115,1.32669557,-8.29820966
116,1.32669557,-8.29820966
117,2.1508649,2.71662071
118,-1.05808014,-1.08395512
119,1.32669557,-8.29820966
120,1.32669557,-8.29820966
122,2.1508649,2.71662071
123,2.1508649,2.71662071
124,2.1508649,2.71662071
125,-1.05808014,-1.08395512
126,-1.05808014,-1.08395512
127,1.32669557,-8.29820966
