,dest_x,dest_y
1,-6.5902743,0.065724367
2,-2.0,5.8566027
3,-2.0,5.8566027
4,15.10717,5.5659299
5,15.10717,5.5659299
6,-2.0,5.8566027
7,-2.0,5.8566027
8,15.10717,5.5659299
9,-2.0,5.8566027
10,-2.0,5.8566027
11,-2.0,5.8566027
12,-2.0,5.8566027
13,-2.0,5.8566027
14,-2.0,5.8566027
15,-2.0,5.8566027
16,-2.0,5.8566027
17,-2.0,5.8566027
18,-2.0,5.8566027
20,-2.0,5.8566027
21,-2.0,5.8566027
22,-2.0,5.8566027
23,-6.5553084,11.867515
24,-6.5902743,0.065724367
25,-2.0,5.8566027
26,-6.5553084,11.867515
27,-6.5902743,0.065724367
28,-6.5902743,0.065724367
29,-6.5902743,0.065724367
30,-6.5553084,11.867515
31,-2.0,5.8566027
33,-2.0,5.8566027
34,-2.0,5.8566027
35,-6.5553084,11.867515
36,-2.0,5.8566027
37,-2.0,5.8566027
38,-2.0,5.8566027
39,-2.0,5.8566027
40,15.10717,5.5659299
41,-2.0,5.8566027
42,-2.0,5.8566027
43,-2.0,5.8566027
44,-2.0,5.8566027
45,-2.0,5.8566027
46,-2.0,5.8566027
47,-2.0,5.8566027
48,15.10717,5.5659299
49,-2.0,5.8566027
50,-6.5902743,0.065724367
51,-6.5902743,0.065724367
52,-6.5553084,11.867515
53,-6.5902743,0.065724367
54,-6.5902743,0.065724367
55,15.10717,5.5659299
56,-2.0,5.8566027
57,15.10717,5.5659299
58,-2.0,5.8566027
59,15.10717,5.5659299
60,15.10717,5.5659299
61,-2.0,5.8566027
62,-2.0,5.8566027
63,-6.5553084,11.867515
64,-6.5553084,11.867515
65,-6.5902743,0.065724367
66,-6.5902743,0.065724367
67,15.10717,5.5659299
68,15.10717,5.5659299
69,-6.5902743,0.065724367
70,15.10717,5.5659299
71,15.10717,5.5659299
72,15.10717,5.5659299
73,15.10717,5.5659299
74,-2.0,5.8566027
75,-2.0,5.8566027
76,-2.0,5.8566027
77,-2.0,5.8566027
78,15.10717,5.5659299
79,15.10717,5.5659299
80,15.10717,5.5659299
81,15.10717,5.5659299
82,15.10717,5.5659299
83,-2.0,5.8566027
84,15.10717,5.5659299
85,15.10717,5.5659299
86,-2.0,5.8566027
87,-2.0,5.8566027
88,15.10717,5.5659299
89,15.10717,5.5659299
90,15.10717,5.5659299
91,-2.0,5.8566027
92,15.10717,5.5659299
93,15.10717,5.5659299
94,15.10717,5.5659299
95,15.10717,5.5659299
96,15.10717,5.5659299
97,-2.0,5.8566027
98,-2.0,5.8566027
99,-2.0,5.8566027
100,-2.0,5.8566027
101,-2.0,5.8566027
103,-6.5553084,11.867515
104,-6.5553084,11.867515
105,-6.5902743,0.065724367
106,-6.5902743,0.065724367
107,-6.5902743,0.065724367
108,-6.5902743,0.065724367
109,15.10717,5.5659299
110,15.10717,5.5659299
111,15.10717,5.5659299
112,-2.0,5.8566027
113,-2.0,5.8566027
114,-2.0,5.8566027
115,15.10717,5.5659299
116,15.10717,5.5659299
117,15.10717,5.5659299
118,15.10717,5.5659299
119,-2.0,5.8566027
120,-2.0,5.8566027
121,-6.5902743,0.065724367
122,-6.5553084,11.867515
123,15.10717,5.5659299
124,-6.5553084,11.867515
125,15.10717,5.5659299
126,15.10717,5.5659299
127,15.10717,5.5659299
128,15.10717,5.5659299
129,-2.0,5.8566027
130,-6.5902743,0.065724367
131,-6.5902743,0.065724367
132,-2.0,5.8566027
133,-2.0,5.8566027
134,15.10717,5.5659299
135,15.10717,5.5659299
136,-2.0,5.8566027
137,-2.0,5.8566027
138,-2.0,5.8566027
139,-2.0,5.8566027
140,-6.5553084,11.867515
141,15.10717,5.5659299
142,15.10717,5.5659299
143,15.10717,5.5659299
144,15.10717,5.5659299
145,15.10717,5.5659299
146,15.10717,5.5659299
147,15.10717,5.5659299
148,15.10717,5.5659299
149,-2.0,5.8566027
150,-2.0,5.8566027
151,-2.0,5.8566027
152,15.10717,5.5659299
153,15.10717,5.5659299
154,15.10717,5.5659299
155,15.10717,5.5659299
156,-2.0,5.8566027
157,15.10717,5.5659299
159,15.10717,5.5659299
160,-2.0,5.8566027
161,15.10717,5.5659299
162,-2.0,5.8566027
163,-2.0,5.8566027
164,15.10717,5.5659299
166,15.10717,5.5659299
167,-2.0,5.8566027
168,-6.5553084,11.867515
169,15.10717,5.5659299
170,15.10717,5.5659299
171,15.10717,5.5659299
172,15.10717,5.5659299
173,15.10717,5.5659299
174,-6.5902743,0.065724367
175,15.10717,5.5659299
176,-2.0,5.8566027
177,15.10717,5.5659299
178,15.10717,5.5659299
179,15.10717,5.5659299
180,15.10717,5.5659299
181,15.10717,5.5659299
182,15.10717,5.5659299
183,15.10717,5.5659299
184,15.10717,5.5659299
185,15.10717,5.5659299
186,15.10717,5.5659299
187,15.10717,5.5659299
188,15.10717,5.5659299
189,-6.5553084,11.867515
190,15.10717,5.5659299
191,15.10717,5.5659299
192,-6.5553084,11.867515
193,-6.5553084,11.867515
194,15.10717,5.5659299
195,-2.0,5.8566027
196,-2.0,5.8566027
197,-2.0,5.8566027
198,-2.0,5.8566027
199,15.10717,5.5659299
