,dest_x,dest_y
1,-6.5553084,11.867515
2,-2.0,5.8566027
3,-2.0,5.8566027
4,15.10717,5.5659299
5,15.10717,5.5659299
6,-2.0,5.8566027
7,-6.5553084,11.867515
8,15.10717,5.5659299
9,-2.0,5.8566027
10,-2.0,5.8566027
11,-2.0,5.8566027
12,-2.0,5.8566027
13,-2.0,5.8566027
14,-2.0,5.8566027
15,-2.0,5.8566027
16,-6.5902743,0.065724367
17,-6.5553084,11.867515
18,-2.0,5.8566027
20,-6.5553084,11.867515
21,-6.5553084,11.867515
22,-6.5553084,11.867515
23,-6.5902743,0.065724367
24,-6.5553084,11.867515
25,-6.5553084,11.867515
26,-6.5553084,11.867515
27,-2.0,5.8566027
28,-6.5553084,11.867515
29,-6.5553084,11.867515
30,-6.5553084,11.867515
31,-6.5553084,11.867515
33,-2.0,5.8566027
34,-2.0,5.8566027
35,-6.5553084,11.867515
36,-6.5553084,11.867515
37,-6.5902743,0.065724367
38,-6.5553084,11.867515
39,-6.5553084,11.867515
40,15.10717,5.5659299
41,-2.0,5.8566027
42,-2.0,5.8566027
43,-2.0,5.8566027
44,-2.0,5.8566027
45,-6.5553084,11.867515
46,-6.5902743,0.065724367
47,-6.5902743,0.065724367
48,15.10717,5.5659299
49,-6.5902743,0.065724367
50,-6.5902743,0.065724367
51,-6.5902743,0.065724367
52,-6.5553084,11.867515
53,-6.5902743,0.065724367
54,-6.5902743,0.065724367
55,15.10717,5.5659299
56,-2.0,5.8566027
57,15.10717,5.5659299
58,-6.5902743,0.065724367
59,15.10717,5.5659299
60,15.10717,5.5659299
61,-6.5902743,0.065724367
62,-6.5553084,11.867515
63,-2.0,5.8566027
64,-6.5553084,11.867515
65,-6.5902743,0.065724367
66,-6.5902743,0.065724367
67,-6.5902743,0.065724367
68,15.10717,5.5659299
69,-2.0,5.8566027
70,15.10717,5.5659299
71,15.10717,5.5659299
72,15.10717,5.5659299
73,15.10717,5.5659299
74,-6.5902743,0.065724367
75,-6.5902743,0.065724367
76,-6.5902743,0.065724367
77,-6.5902743,0.065724367
78,15.10717,5.5659299
79,15.10717,5.5659299
80,15.10717,5.5659299
81,15.10717,5.5659299
82,15.10717,5.5659299
83,-6.5902743,0.065724367
84,15.10717,5.5659299
85,15.10717,5.5659299
86,-6.5553084,11.867515
87,-6.5902743,0.065724367
88,15.10717,5.5659299
89,15.10717,5.5659299
90,15.10717,5.5659299
91,-6.5902743,0.065724367
92,15.10717,5.5659299
93,15.10717,5.5659299
94,15.10717,5.5659299
95,15.10717,5.5659299
96,15.10717,5.5659299
97,-6.5553084,11.867515
98,-2.0,5.8566027
99,-2.0,5.8566027
100,-2.0,5.8566027
101,-2.0,5.8566027
103,-6.5553084,11.867515
104,-6.5553084,11.867515
105,-6.5902743,0.065724367
106,-6.5553084,11.867515
107,-6.5902743,0.065724367
108,15.10717,5.5659299
109,15.10717,5.5659299
110,15.10717,5.5659299
111,15.10717,5.5659299
112,-6.5902743,0.065724367
113,-2.0,5.8566027
114,-2.0,5.8566027
115,15.10717,5.5659299
116,15.10717,5.5659299
117,15.10717,5.5659299
118,15.10717,5.5659299
119,-2.0,5.8566027
120,-2.0,5.8566027
121,-6.5553084,11.867515
122,-6.5902743,0.065724367
123,15.10717,5.5659299
124,-2.0,5.8566027
125,15.10717,5.5659299
126,15.10717,5.5659299
127,15.10717,5.5659299
128,15.10717,5.5659299
129,-2.0,5.8566027
130,-6.5553084,11.867515
131,-6.5553084,11.867515
132,-6.5902743,0.065724367
133,-6.5902743,0.065724367
134,15.10717,5.5659299
135,-6.5553084,11.867515
136,-6.5553084,11.867515
137,-2.0,5.8566027
138,-6.5902743,0.065724367
139,-6.5902743,0.065724367
140,-6.5553084,11.867515
141,15.10717,5.5659299
142,15.10717,5.5659299
143,15.10717,5.5659299
144,15.10717,5.5659299
145,15.10717,5.5659299
146,15.10717,5.5659299
147,15.10717,5.5659299
148,15.10717,5.5659299
149,-6.5553084,11.867515
150,-6.5553084,11.867515
151,-6.5902743,0.065724367
152,15.10717,5.5659299
153,15.10717,5.5659299
154,15.10717,5.5659299
155,15.10717,5.5659299
156,-6.5553084,11.867515
157,15.10717,5.5659299
159,15.10717,5.5659299
160,-6.5902743,0.065724367
161,15.10717,5.5659299
162,-6.5553084,11.867515
163,-6.5902743,0.065724367
164,15.10717,5.5659299
166,15.10717,5.5659299
167,-6.5902743,0.065724367
168,-6.5553084,11.867515
169,15.10717,5.5659299
170,15.10717,5.5659299
171,15.10717,5.5659299
172,15.10717,5.5659299
173,15.10717,5.5659299
174,-6.5902743,0.065724367
175,15.10717,5.5659299
176,-6.5902743,0.065724367
177,15.10717,5.5659299
178,15.10717,5.5659299
179,15.10717,5.5659299
180,15.10717,5.5659299
181,15.10717,5.5659299
182,15.10717,5.5659299
183,15.10717,5.5659299
184,15.10717,5.5659299
185,15.10717,5.5659299
186,15.10717,5.5659299
187,15.10717,5.5659299
188,15.10717,5.5659299
189,-6.5553084,11.867515
190,15.10717,5.5659299
191,15.10717,5.5659299
192,-6.5902743,0.065724367
193,-6.5902743,0.065724367
194,15.10717,5.5659299
195,-2.0,5.8566027
196,-2.0,5.8566027
197,-2.0,5.8566027
198,-2.0,5.8566027
199,15.10717,5.5659299
200,-2.0,5.8566027
201,-6.5553084,11.867515
202,-2.0,5.8566027
203,-6.5902743,0.065724367
204,15.10717,5.5659299
205,-6.5902743,0.065724367
206,15.10717,5.5659299
207,15.10717,5.5659299
208,15.10717,5.5659299
209,-6.5553084,11.867515
210,15.10717,5.5659299
211,15.10717,5.5659299
212,-2.0,5.8566027
213,-6.5553084,11.867515
214,-6.5902743,0.065724367
215,-2.0,5.8566027
216,15.10717,5.5659299
217,15.10717,5.5659299
218,15.10717,5.5659299
219,15.10717,5.5659299
220,-6.5902743,0.065724367
221,15.10717,5.5659299
222,-6.5553084,11.867515
223,15.10717,5.5659299
224,15.10717,5.5659299
226,-2.0,5.8566027
227,15.10717,5.5659299
228,15.10717,5.5659299
229,15.10717,5.5659299
230,15.10717,5.5659299
231,15.10717,5.5659299
232,-6.5553084,11.867515
233,15.10717,5.5659299
234,15.10717,5.5659299
235,15.10717,5.5659299
236,-2.0,5.8566027
237,15.10717,5.5659299
238,15.10717,5.5659299
239,15.10717,5.5659299
240,15.10717,5.5659299
241,15.10717,5.5659299
242,15.10717,5.5659299
243,15.10717,5.5659299
244,15.10717,5.5659299
245,-6.5902743,0.065724367
246,-6.5553084,11.867515
247,15.10717,5.5659299
248,15.10717,5.5659299
249,15.10717,5.5659299
250,-2.0,5.8566027
251,15.10717,5.5659299
252,15.10717,5.5659299
253,15.10717,5.5659299
254,15.10717,5.5659299
255,-2.0,5.8566027
256,-2.0,5.8566027
257,-2.0,5.8566027
258,15.10717,5.5659299
259,15.10717,5.5659299
260,-2.0,5.8566027
261,-2.0,5.8566027
262,-6.5553084,11.867515
263,15.10717,5.5659299
264,15.10717,5.5659299
265,15.10717,5.5659299
266,15.10717,5.5659299
267,15.10717,5.5659299
268,15.10717,5.5659299
269,15.10717,5.5659299
270,15.10717,5.5659299
272,15.10717,5.5659299
273,-2.0,5.8566027
274,-2.0,5.8566027
275,-2.0,5.8566027
276,15.10717,5.5659299
277,-2.0,5.8566027
278,-2.0,5.8566027
279,-2.0,5.8566027
280,15.10717,5.5659299
281,-6.5553084,11.867515
282,-2.0,5.8566027
283,-2.0,5.8566027
284,-2.0,5.8566027
285,15.10717,5.5659299
286,15.10717,5.5659299
287,-2.0,5.8566027
288,-2.0,5.8566027
289,-2.0,5.8566027
290,-2.0,5.8566027
291,-2.0,5.8566027
292,15.10717,5.5659299
293,15.10717,5.5659299
294,15.10717,5.5659299
295,15.10717,5.5659299
296,15.10717,5.5659299
297,15.10717,5.5659299
298,15.10717,5.5659299
299,-6.5902743,0.065724367
300,-6.5902743,0.065724367
301,-6.5902743,0.065724367
302,15.10717,5.5659299
303,-2.0,5.8566027
304,-2.0,5.8566027
305,15.10717,5.5659299
306,15.10717,5.5659299
307,15.10717,5.5659299
308,15.10717,5.5659299
309,15.10717,5.5659299
310,15.10717,5.5659299
311,15.10717,5.5659299
312,15.10717,5.5659299
313,15.10717,5.5659299
314,15.10717,5.5659299
315,15.10717,5.5659299
316,15.10717,5.5659299
317,-2.0,5.8566027
318,-6.5553084,11.867515
319,-6.5902743,0.065724367
320,-2.0,5.8566027
321,-6.5902743,0.065724367
322,-6.5902743,0.065724367
323,-6.5553084,11.867515
324,-2.0,5.8566027
325,15.10717,5.5659299
326,15.10717,5.5659299
327,15.10717,5.5659299
328,15.10717,5.5659299
329,15.10717,5.5659299
330,15.10717,5.5659299
331,15.10717,5.5659299
332,-6.5902743,0.065724367
333,-6.5902743,0.065724367
334,15.10717,5.5659299
335,15.10717,5.5659299
336,15.10717,5.5659299
337,15.10717,5.5659299
338,15.10717,5.5659299
339,15.10717,5.5659299
340,-6.5902743,0.065724367
341,-6.5902743,0.065724367
342,-6.5902743,0.065724367
343,15.10717,5.5659299
344,15.10717,5.5659299
345,-6.5553084,11.867515
346,15.10717,5.5659299
347,15.10717,5.5659299
348,-2.0,5.8566027
349,15.10717,5.5659299
350,15.10717,5.5659299
351,-6.5553084,11.867515
352,-6.5553084,11.867515
353,15.10717,5.5659299
354,-2.0,5.8566027
355,15.10717,5.5659299
356,15.10717,5.5659299
357,15.10717,5.5659299
358,15.10717,5.5659299
359,15.10717,5.5659299
360,15.10717,5.5659299
361,15.10717,5.5659299
362,15.10717,5.5659299
363,15.10717,5.5659299
364,15.10717,5.5659299
365,15.10717,5.5659299
366,15.10717,5.5659299
367,-2.0,5.8566027
